name,Tip A,Tip A,Tip B,Tip B
36,0.34818181818181837,1.0439847304134124,0.35545454545454575,1.0330224306249014
37,0.3564646464646467,1.0462108235679526,0.36393939393939423,1.034342855275542
38,0.36474747474747493,1.0484880220216106,0.3724242424242427,1.0356803442683675
39,0.37303030303030327,1.050818413751895,0.3809090909090912,1.0370350807308544
40,0.3813131313131315,1.0532043969508347,0.3893939393939397,1.0384073294212723
41,0.38959595959595983,1.0556486800249778,0.39787878787878816,1.039797436728686
42,0.39787878787878816,1.058154281595393,0.4063636363636367,1.041205830672953
43,0.4061616161616164,1.060724530497668,0.4148484848484852,1.042633020904725
44,0.4144444444444447,1.063363065781911,0.4233333333333337,1.0440795987054474
45,0.42272727272727295,1.0660738367127498,0.43181818181818216,1.0455462369873598
46,0.4310101010101013,1.0688611027693316,0.44030303030303064,1.0470336902934954
47,0.4392929292929295,1.071729433645324,0.4487878787878791,1.0485427947976813
48,0.44757575757575785,1.074683709248914,0.45727272727272766,1.050074468304538
49,0.4558585858585862,1.0777291197028092,0.46575757575757615,1.0516297102494807
50,0.4641414141414144,1.0808711653442356,0.47424242424242463,1.0532096016987176
51,0.47242424242424275,1.0841156567249401,0.4827272727272731,1.054815305349251
52,0.48070707070707097,1.0874687146111894,0.4912121212121216,1.0564480655288777
53,0.4889898989898993,1.0909367699837695,0.4996969696969701,1.0581092081961871
54,0.49727272727272753,1.0945265640379866,0.5081818181818185,1.0598001409405633
55,0.5055555555555559,1.098245148183667,0.516666666666667,1.0615223529821842
56,0.5138383838383842,1.1020998840451557,0.5251515151515156,1.063277415172021
57,0.5221212121212124,1.1060984434613186,0.5336363636363641,1.0650669799918395
58,0.5304040404040408,1.110248808485541,0.5421212121212126,1.0668927815541986
59,0.538686868686869,1.1145592713857282,0.550606060606061,1.0687566356024514
60,0.5469696969696973,1.1190384346443052,0.5590909090909095,1.0706604395107449
61,0.5552525252525256,1.1236952109582166,0.5675757575757581,1.0726061722840199
62,0.5635353535353539,1.128538823238927,0.5760606060606066,1.0745958945580107
63,0.5718181818181821,1.133578804612421,0.5845454545454549,1.0766317485992458
64,0.5801010101010105,1.1388249984192031,0.5930303030303035,1.0787159583050476
65,0.5883838383838388,1.1442875582142973,0.601515151515152,1.080850829203532
66,0.596666666666667,1.1499769477672468,0.6100000000000005,1.0830387484536086
67,0.6049494949494953,1.1559039410621161,0.6184848484848491,1.0852821848449818
68,0.6132323232323236,1.1620796222974885,0.6269696969696974,1.0875836887981487
69,0.6215151515151519,1.1685153858864674,0.6354545454545459,1.0899458923644008
70,0.6297979797979801,1.1752229364566757,0.6439393939393945,1.0923715092258233
71,0.6380808080808085,1.1822142888502567,0.652424242424243,1.0948633346952954
72,0.6463636363636368,1.1895017681238733,0.6609090909090916,1.09742424571649
73,0.654646464646465,1.1970980095487076,0.6693939393939399,1.1000572008638736
74,0.6629292929292934,1.2050159586104625,0.6778787878787884,1.102765240342707
75,0.6712121212121216,1.21326887100936,0.686363636363637,1.1055514859890445
76,0.6794949494949499,1.2218703126601422,0.6948484848484855,1.1084191412697346
77,0.6877777777777783,1.2308341596920715,0.703333333333334,1.1113714912824189
78,0.6960606060606065,1.2401745984489287,0.7118181818181823,1.1144119027555337
79,0.7043434343434348,1.249906125489016,0.7203030303030309,1.1175438240483087
80,0.712626262626263,1.2600435475851546,0.7287878787878794,1.1207707851507671
81,0.7209090909090914,1.2706019817246856,0.737272727272728,1.1240963976837268
82,0.7291919191919196,1.2815968551094699,0.7457575757575763,1.127524354898799
83,0.737474747474748,1.2930439051558886,0.7542424242424248,1.1310584316783885
84,0.7457575757575763,1.304959179494842,0.7627272727272734,1.1347024845356943
85,0.7540404040404045,1.3173590359717504,0.7712121212121219,1.1384604516147094
86,0.7623232323232328,1.3302601426465543,0.7796969696969704,1.1423363526902204
87,0.7706060606060611,1.3436794777937138,0.7881818181818188,1.146334289167807
88,0.7788888888888894,1.357634329902209,0.7966666666666673,1.1504584440838443
89,0.7871717171717176,1.372142297675539,0.8051515151515158,1.1547130821055003
90,0.795454545454546,1.387221290031724,0.8136363636363644,1.1591025495307363
91,0.8037373737373743,1.4028895261033028,0.8221212121212129,1.1636312742883088
92,0.8120202020202025,1.4191655352373345,0.8306060606060612,1.1683037659377669
93,0.8203030303030309,1.4360681569953986,0.8390909090909098,1.1731246156694541
94,0.8285858585858591,1.4536165411535933,0.8475757575757583,1.178098496304508
95,0.8368686868686874,1.4718301477025377,0.8560606060606069,1.1832301622948593
96,0.8451515151515158,1.4907287468473702,0.8645454545454554,1.1885244497232335
97,0.853434343434344,1.5103324190077485,0.8730303030303037,1.1939862763031484
98,0.8617171717171723,1.5306615548178515,0.8815151515151523,1.1996206413789174
99,0.8700000000000006,1.5517368551263762,0.8900000000000008,1.205432625925647
